partnumber,name,description,images,retailprice,parttype,Brand,sku,Barcode,EAN,WeightGrams,DimensionsLengthMM,DimensionsWidthMM,DimensionsHeightMM,Gtin14
VFC314,Pipercross Car Viper Kit VFC314,"Originally developed in conjunction with Lotus on their legendary 340R the Viper brings race car technology to the road. Encased in Carbon fibre to reduce intake temperatures the reverse flow filter offers fantastic flow and filtration.
Equipped with a 75mm cold air feed each filter??includes a selection of neck adaptors to fit 60/65/70/75mm pipes.
Pipercross work closely with engine designers and because each race series is different, so too are the foams. Other filtration mediums such as paper or cotton-gauze cannot achieve this fine balance cost effectively making Pipercross ideal for competition production.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/pip_VFS-viper-kit_76f98452-e4bc-4d1f-a37b-f2e4f2d4f050_2048x.jpg?v=1591868633,204.24,,Pipercross,VFC314,,,,,,,
PP1777,Pipercross Car Panel Filter PP1777,"Pipercross Panel Filter  PP1777 measures 186mm x 139mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1777_5576ae84-195b-472f-a205-03d22b5dec7b_2048x.jpg?v=1587378465,34.99,,Pipercross,PP1777,,,,,,,
PK049,Pipercross Car Induction Kit PK049,"Pipercross Induction Systems remove the restrictive factory airbox to offer the maximum possible airflow into the engine.
All filters use Pipercross composite airflow technology and systems are only released for production when they are bench-flow tested and make an improvement in airflow performance.
Pipercross induction sytems are highly recommended for optimum performance.
They directly replace the oem airbox and intake pipe, allowing an increase in flow over standard, up to 100 increase in some applications.??
Intakes also have an improved look over OEM and increase intake noise to improve your driving experience. These do not affect manufacturers warranty.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PK049_2048x.jpg?v=1574073179,84.96,,Pipercross,PK049,,,,,,,
PP1376,Pipercross Car Panel Filter PP1376,"Pipercross Panel Filter  PP1376 measures 419mm x 188mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1376_e7322f93-d7cf-4113-ade0-5c3d829aa05c_2048x.jpg?v=1587378719,41.99,,Pipercross,PP1376,,,,,,,
PP1374,Pipercross Car Panel Filter PP1374,"Pipercross Panel Filter  PP1374 measures 271mm x 185mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1374_de76d2bb-2fc5-42fa-a2fa-4bb6d08dd1db_2048x.jpg?v=1587378722,41.99,,Pipercross,PP1374,,,,,,,
PP1574,Pipercross Car Panel Filter PP1574,"Pipercross Panel Filter  PP1574 measures 288mm x 188mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1574_f402d9bc-cc0e-4565-b6b6-d1efc73f091f_2048x.jpg?v=1587378604,41.99,,Pipercross,PP1574,,,,,,,
PP1599,Pipercross Car Panel Filter PP1599,"Pipercross Panel Filter  PP1599 measures 212mm x 208mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1599_56a91b62-3773-4486-9077-395160501043_2048x.jpg?v=1587378588,41.99,,Pipercross,PP1599,,,,,,,
PK300,Pipercross Car Induction Kit PK300,"Pipercross Induction Systems remove the restrictive factory airbox to offer the maximum possible airflow into the engine.
All filters use Pipercross composite airflow technology and systems are only released for production when they are bench-flow tested and make an improvement in airflow performance.
Pipercross induction sytems are highly recommended for optimum performance.
They directly replace the oem airbox and intake pipe, allowing an increase in flow over standard, up to 100 increase in some applications.??
Intakes also have an improved look over OEM and increase intake noise to improve your driving experience. These do not affect manufacturers warranty.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PK_f1b60fdb-41bf-4f09-bc68-4f905c536605_2048x.jpg?v=1574073534,106.2,,Pipercross,PK300,,,,,,,
VFC300,Pipercross Car Viper Kit VFC300,"Originally developed in conjunction with Lotus on their legendary 340R the Viper brings race car technology to the road. Encased in Carbon fibre to reduce intake temperatures the reverse flow filter offers fantastic flow and filtration.
Equipped with a 75mm cold air feed each filter??includes a selection of neck adaptors to fit 60/65/70/75mm pipes.
Pipercross work closely with engine designers and because each race series is different, so too are the foams. Other filtration mediums such as paper or cotton-gauze cannot achieve this fine balance cost effectively making Pipercross ideal for competition production.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/pip_VFS-viper-kit_6e69fada-f9b3-4aaa-8c98-70278204b574_2048x.jpg?v=1591868440,212.41,,Pipercross,VFC300,,,,,,,
PK350,Pipercross Car Induction Kit PK350,"Pipercross Induction Systems remove the restrictive factory airbox to offer the maximum possible airflow into the engine.
All filters use Pipercross composite airflow technology and systems are only released for production when they are bench-flow tested and make an improvement in airflow performance.
Pipercross induction sytems are highly recommended for optimum performance.
They directly replace the oem airbox and intake pipe, allowing an increase in flow over standard, up to 100 increase in some applications.??
Intakes also have an improved look over OEM and increase intake noise to improve your driving experience. These do not affect manufacturers warranty.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PK_bf516b96-c4ea-4bff-9779-bb0e488f8384_2048x.jpg?v=1574073609,106.2,,Pipercross,PK350,,,,,,,
VF350,Pipercross Car Viper Kit VF350,"The Pipercross V1 range is where design and performance come together.
The V1 airbox has a beautiful carbon, lightweight design, allowing it to be a direct, bolt on system.
Increase air flow by removing the restrictive standard system.
Increase in air flow with the enlarged carbon fibre box and inlet tube.
Powered by Pipercross, The Pipercross cone filter will maximise the air flow which will help provide more power whilst maintaing clean & safe air for your engine using Pipercross's Performance foam compound.
The V1 is the optimal product to increase your air flow, perfect for anyone looking to gain more horsepower. The Pipercross V1 will always see more gains when partnered with supporting modifications and an ECU Remap, but will work well on it's own.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/BLANK_5f65a4af-9472-483e-95ac-688c2484c4d4_2048x.jpg?v=1574077911,185.87,,Pipercross,VF350,,,,,,,
PK186,Pipercross Car Induction Kit PK186,"Pipercross Induction Systems remove the restrictive factory airbox to offer the maximum possible airflow into the engine.
All filters use Pipercross composite airflow technology and systems are only released for production when they are bench-flow tested and make an improvement in airflow performance.
Pipercross induction sytems are highly recommended for optimum performance.
They directly replace the oem airbox and intake pipe, allowing an increase in flow over standard, up to 100 increase in some applications.??
Intakes also have an improved look over OEM and increase intake noise to improve your driving experience. These do not affect manufacturers warranty.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PK186_2048x.jpg?v=1574073366,53.09,,Pipercross,PK186,,,,,,,
PX1740,Pipercross Car Panel Filter PX1740,"Pipercross Panel Filter  PX1740 measures 90mm x 50mm x 150mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PX1740_a81e8aca-b312-4557-b612-ef034743639c_2048x.jpg?v=1587378183,31,,Pipercross,PX1740,,,,,,,
PP1688,Pipercross Car Panel Filter PP1688,"Pipercross Panel Filter  PP1688 measures 265mm x 110mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1688_13673505-9805-4d4c-98a6-b1671cece327_2048x.jpg?v=1587378531,41.99,,Pipercross,PP1688,,,,,,,
PP1495,Pipercross Car Panel Filter PP1495,"Pipercross Panel Filter  PP1495 measures 290mm x 150mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1495_aacd2cb0-96f5-46ea-abbe-cecabe366ae1_2048x.jpg?v=1587378644,41.99,,Pipercross,PP1495,,,,,,,
PP1606,Pipercross Car Panel Filter PP1606,"Pipercross Panel Filter  PP1606 measures 370mm x 165mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1606_226da61a-490c-4e9e-b468-6ae618c58027_2048x.jpg?v=1587378580,41.99,,Pipercross,PP1606,,,,,,,
PP1577,Pipercross Car Panel Filter PP1577,"Pipercross Panel Filter  PP1577 measures 220mm x 218mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1577_663ea2e3-d487-422c-a4f1-a371800bc66c_2048x.jpg?v=1587378602,41.99,,Pipercross,PP1577,,,,,,,
PK085,Pipercross Car Induction Kit PK085,"Pipercross Induction Systems remove the restrictive factory airbox to offer the maximum possible airflow into the engine.
All filters use Pipercross composite airflow technology and systems are only released for production when they are bench-flow tested and make an improvement in airflow performance.
Pipercross induction sytems are highly recommended for optimum performance.
They directly replace the oem airbox and intake pipe, allowing an increase in flow over standard, up to 100 increase in some applications.??
Intakes also have an improved look over OEM and increase intake noise to improve your driving experience. These do not affect manufacturers warranty.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PK085_2048x.jpg?v=1574073227,106.2,,Pipercross,PK085,,,,,,,
VFC085,Pipercross Car Viper Kit VFC085,"Originally developed in conjunction with Lotus on their legendary 340R the Viper brings race car technology to the road. Encased in Carbon fibre to reduce intake temperatures the reverse flow filter offers fantastic flow and filtration.
Equipped with a 75mm cold air feed each filter??includes a selection of neck adaptors to fit 60/65/70/75mm pipes.
Pipercross work closely with engine designers and because each race series is different, so too are the foams. Other filtration mediums such as paper or cotton-gauze cannot achieve this fine balance cost effectively making Pipercross ideal for competition production.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/pip_VFS-viper-kit_c5a7f148-d004-4ab1-abb0-1f2e7af5598b_2048x.jpg?v=1591862756,212.41,,Pipercross,VFC085,,,,,,,
PK312,Pipercross Car Induction Kit PK312,"Pipercross Induction Systems remove the restrictive factory airbox to offer the maximum possible airflow into the engine.
All filters use Pipercross composite airflow technology and systems are only released for production when they are bench-flow tested and make an improvement in airflow performance.
Pipercross induction sytems are highly recommended for optimum performance.
They directly replace the oem airbox and intake pipe, allowing an increase in flow over standard, up to 100 increase in some applications.??
Intakes also have an improved look over OEM and increase intake noise to improve your driving experience. These do not affect manufacturers warranty.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PK_b2d700a3-10f4-44b3-bc00-002d2c18264b_2048x.jpg?v=1574073551,116.82,,Pipercross,PK312,,,,,,,
VFC312,Pipercross Car Viper Kit VFC312,"Originally developed in conjunction with Lotus on their legendary 340R the Viper brings race car technology to the road. Encased in Carbon fibre to reduce intake temperatures the reverse flow filter offers fantastic flow and filtration.
Equipped with a 75mm cold air feed each filter??includes a selection of neck adaptors to fit 60/65/70/75mm pipes.
Pipercross work closely with engine designers and because each race series is different, so too are the foams. Other filtration mediums such as paper or cotton-gauze cannot achieve this fine balance cost effectively making Pipercross ideal for competition production.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/pip_VFS-viper-kit_8a2088c8-d087-4020-9975-d6daaf2cf739_2048x.jpg?v=1591868568,212.41,,Pipercross,VFC312,,,,,,,
PK246,Pipercross Car Induction Kit PK246,"Pipercross Induction Systems remove the restrictive factory airbox to offer the maximum possible airflow into the engine.
All filters use Pipercross composite airflow technology and systems are only released for production when they are bench-flow tested and make an improvement in airflow performance.
Pipercross induction sytems are highly recommended for optimum performance.
They directly replace the oem airbox and intake pipe, allowing an increase in flow over standard, up to 100 increase in some applications.??
Intakes also have an improved look over OEM and increase intake noise to improve your driving experience. These do not affect manufacturers warranty.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PK_170603df-dde4-412b-bb43-a980d264aff8_2048x.jpg?v=1574073463,106.2,,Pipercross,PK246,,,,,,,
VFC246,Pipercross Car Viper Kit VFC246,"Originally developed in conjunction with Lotus on their legendary 340R the Viper brings race car technology to the road. Encased in Carbon fibre to reduce intake temperatures the reverse flow filter offers fantastic flow and filtration.
Equipped with a 75mm cold air feed each filter??includes a selection of neck adaptors to fit 60/65/70/75mm pipes.
Pipercross work closely with engine designers and because each race series is different, so too are the foams. Other filtration mediums such as paper or cotton-gauze cannot achieve this fine balance cost effectively making Pipercross ideal for competition production.",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/pip_VFS-viper-kit_a7f05c34-46fd-44c9-b895-0c3a56a5d7ec_2048x.jpg?v=1591866928,212.41,,Pipercross,VFC246,,,,,,,
PP1993,Pipercross Car Panel Filter PP1993,"Pipercross Panel Filter  PP1993 measures 232mm x 219mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1993_2048x.jpg?v=1591105295,41.99,,Pipercross,PP1993,,,,,,,
PP1698,Pipercross Car Panel Filter PP1698,"Pipercross Panel Filter  PP1698 measures 190mm x 155mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1698_c991ee01-b3ee-4bea-b944-fb6a022e6718_2048x.jpg?v=1587378525,41.99,,Pipercross,PP1698,,,,,,,
PP1611,Pipercross Car Panel Filter PP1611,"Pipercross Panel Filter  PP1611 measures 192mm x 160mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1611_17aeae4a-b75b-4b48-ac6d-f46aa0c7a0e6_2048x.jpg?v=1587378577,41.99,,Pipercross,PP1611,,,,,,,
PP2021,Pipercross Car Panel Filter PP2021,"Pipercross Panel Filter  PP2021 measures 240mm x 210mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP2021_2048x.jpg?v=1591104718,41.99,,Pipercross,PP2021,,,,,,,
PP2023,Pipercross Car Panel Filter PP2023,"Pipercross Panel Filter  PP2023 measures 244mm x 205mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/2023_2048x.jpg?v=1591024960,41.99,,Pipercross,PP2023,,,,,,,
PP1675,Pipercross Car Panel Filter PP1675,"Pipercross Panel Filter  PP1675 measures 238mm x 140mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1675_54d0bb45-f13c-471d-97c0-4ed50e22a551_2048x.jpg?v=1587378537,41.99,,Pipercross,PP1675,,,,,,,
PP1691,Pipercross Car Panel Filter PP1691,"Pipercross Panel Filter  PP1691 measures 232mm x 146mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP1691_0f63cb68-2689-4ae1-9d1a-39c2b96f0a4b_2048x.jpg?v=1587378528,41.99,,Pipercross,PP1691,,,,,,,
PP2026,Pipercross Car Panel Filter PP2026,"Pipercross Panel Filter  PP2026 measures 301mm x 213mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects

Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP2026_b9997303-5419-4d38-9374-b4d8bec24fea_2048x.jpg?v=1587378077,41.99,,Pipercross,PP2026,,,,,,,
PP2053,Pipercross Car Panel Filter PP2053,"Pipercross Panel Filter PP2053 measures 336mm x 229mm
Benefits of a Pipercross panel filter:

30-40% more air flow over your OEM paper filter
Better for the environment (washable and reuseable)
Improved fuel economy
Lifetime warranty on manufacturing defects
Handmade in the UK

The??low maintenance and long lifespan??aspects of a Pipercross filter come from the special triple layer foam that is used on all Pipercross filters. The outer core is coarse foam designed to trap larger particles, the middle core is Medium foam designed to trap most particles and the inner core is fine foam which will trap the remainder of the particles. The triple layer foam design ensures an??exceptional level of engine protection in any conditions.
Pipercross, based in the UK home of motorsport have over??30??years of road and track racing experience??when it comes to filtration. Through this experience and engineering only the highest quality is achieved which is passed onto you through more power, torque, fuel economy & throttle response. Why settle for lesser filter brands which only have road experience when you can have quality proven on the track?",https://cdn.shopify.com/s/files/1/0247/5225/9121/products/PP2053_2048x.jpg?v=1606211617,41.99,,Pipercross,PP2053,,,,,,,
